Accession,Coverage,SeqLength,MW,Description,CountsTot,UniqueTot,Tyrs+Azy,Tyrs-Azy,WT+Azy,WT-Azy
sp|P70168|IMB1_MOUSE,23.3,876,97183,Importin subunit beta-1 OS=Mus musculus (Mouse) OX=10090 GN=Kpnb1 PE=1 SV=2,32,32,18,1,7,6
sp|P70206|PLXA1_MOUSE,7.2,1894,211097,Plexin-A1 OS=Mus musculus (Mouse) OX=10090 GN=Plxna1 PE=1 SV=1,32,32,5,5,11,11
sp|P70279|SURF6_MOUSE,5.9,355,41234,Surfeit locus protein 6 OS=Mus musculus (Mouse) OX=10090 GN=Surf6 PE=1 SV=1,3,3,0,0,1,2
sp|P70280|VAMP7_MOUSE,26.4,220,24967,Vesicle-associated membrane protein 7 OS=Mus musculus (Mouse) OX=10090 GN=Vamp7 PE=1 SV=1,13,13,4,2,3,4
sp|P70288|HDAC2_MOUSE,10.7,488,55302,Histone deacetylase 2 OS=Mus musculus (Mouse) OX=10090 GN=Hdac2 PE=1 SV=1,5,2,4,0,0,1
sp|P70295|AUP1_MOUSE,11,410,46121,Ancient ubiquitous protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Aup1 PE=1 SV=1,11,11,1,0,5,5
sp|P70296|PEBP1_MOUSE,28.3,187,20830,Phosphatidylethanolamine-binding protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Pebp1 PE=1 SV=3,3,3,3,0,0,0
sp|P70297|STAM1_MOUSE,6.2,548,59771,Signal transducing adapter molecule 1 OS=Mus musculus (Mouse) OX=10090 GN=Stam PE=1 SV=3,2,2,2,0,0,0
sp|P70333|HNRH2_MOUSE,14.7,449,49279,Heterogeneous nuclear ribonucleoprotein H2 OS=Mus musculus (Mouse) OX=10090 GN=Hnrnph2 PE=1 SV=1,6,1,4,0,1,1
sp|P70349|HINT1_MOUSE,27,126,13777,Histidine triad nucleotide-binding protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Hint1 PE=1 SV=3,4,4,2,0,1,1
sp|P70362|UFD1_MOUSE,9.8,307,34481,Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Ufd1 PE=1 SV=2,2,2,2,0,0,0
sp|P70372|ELAV1_MOUSE,16.3,326,36169,ELAV-like protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Elavl1 PE=1 SV=2,8,8,5,0,1,2
sp|P70398|USP9X_MOUSE,9.5,2559,290708,Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Mus musculus (Mouse) OX=10090 GN=Usp9x PE=1 SV=2,49,49,13,1,14,21
sp|P70670|NACAM_MOUSE,2.5,2187,220497,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Mus musculus (Mouse) OX=10090 GN=Naca PE=1 SV=2",4,4,4,0,0,0
sp|P70698|PYRG1_MOUSE,3.4,591,66682,CTP synthase 1 OS=Mus musculus (Mouse) OX=10090 GN=Ctps1 PE=1 SV=2,2,2,2,0,0,0
sp|P70699|LYAG_MOUSE,6.2,953,106246,Lysosomal alpha-glucosidase OS=Mus musculus (Mouse) OX=10090 GN=Gaa PE=1 SV=2,6,6,6,0,0,0
sp|P70700|RPA2_MOUSE,2.3,1135,128211,DNA-directed RNA polymerase I subunit RPA2 OS=Mus musculus (Mouse) OX=10090 GN=Polr1b PE=1 SV=2,2,2,2,0,0,0
sp|P80313|TCPH_MOUSE,22.2,544,59652,T-complex protein 1 subunit eta OS=Mus musculus (Mouse) OX=10090 GN=Cct7 PE=1 SV=1,12,12,9,1,1,1
sp|P80314|TCPB_MOUSE,21.1,535,57477,T-complex protein 1 subunit beta OS=Mus musculus (Mouse) OX=10090 GN=Cct2 PE=1 SV=4,11,11,9,0,2,0
sp|P80315|TCPD_MOUSE,22.6,539,58066,T-complex protein 1 subunit delta OS=Mus musculus (Mouse) OX=10090 GN=Cct4 PE=1 SV=3,22,17,12,1,5,4
sp|P80316|TCPE_MOUSE,24.6,541,59623,T-complex protein 1 subunit epsilon OS=Mus musculus (Mouse) OX=10090 GN=Cct5 PE=1 SV=1,19,14,11,0,7,1
sp|P80317|TCPZ_MOUSE,16.8,531,58004,T-complex protein 1 subunit zeta OS=Mus musculus (Mouse) OX=10090 GN=Cct6a PE=1 SV=3,9,9,7,1,1,0
sp|P80318|TCPG_MOUSE,35.2,545,60629,T-complex protein 1 subunit gamma OS=Mus musculus (Mouse) OX=10090 GN=Cct3 PE=1 SV=1,43,43,12,2,11,18
sp|P82343|RENBP_MOUSE,9.5,430,49771,N-acylglucosamine 2-epimerase OS=Mus musculus (Mouse) OX=10090 GN=Renbp PE=1 SV=3,4,4,2,0,1,1
sp|P83887|TBG1_MOUSE,7.8,451,51100,Tubulin gamma-1 chain OS=Mus musculus (Mouse) OX=10090 GN=Tubg1 PE=1 SV=1,4,4,3,0,1,0
sp|Q8VCK3|TBG2_MOUSE,7.8,451,51121,Tubulin gamma-2 chain OS=Mus musculus (Mouse) OX=10090 GN=Tubg2 PE=1 SV=1,4,4,3,0,1,0
sp|P84084|ARF5_MOUSE,41.1,180,20529,ADP-ribosylation factor 5 OS=Mus musculus (Mouse) OX=10090 GN=Arf5 PE=1 SV=2,5,0,5,0,0,0
sp|P84091|AP2M1_MOUSE,12.2,435,49654,AP-2 complex subunit mu OS=Mus musculus (Mouse) OX=10090 GN=Ap2m1 PE=1 SV=1,5,5,3,0,1,1
sp|P84096|RHOG_MOUSE,15.7,191,21308,Rho-related GTP-binding protein RhoG OS=Mus musculus (Mouse) OX=10090 GN=Rhog PE=1 SV=1,3,3,2,0,0,1
sp|P97310|MCM2_MOUSE,8.5,904,102076,DNA replication licensing factor MCM2 OS=Mus musculus (Mouse) OX=10090 GN=Mcm2 PE=1 SV=3,8,8,7,0,0,1
sp|P97311|MCM6_MOUSE,13.4,821,92866,DNA replication licensing factor MCM6 OS=Mus musculus (Mouse) OX=10090 GN=Mcm6 PE=1 SV=1,8,8,7,0,1,0
sp|P97313|PRKDC_MOUSE,3.1,4128,471466,DNA-dependent protein kinase catalytic subunit OS=Mus musculus (Mouse) OX=10090 GN=Prkdc PE=1 SV=3,14,14,0,1,4,9
sp|P97315|CSRP1_MOUSE,38.9,193,20583,Cysteine and glycine-rich protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Csrp1 PE=1 SV=3,9,9,5,1,1,2
sp|P97351|RS3A_MOUSE,22.7,264,29885,40S ribosomal protein S3a OS=Mus musculus (Mouse) OX=10090 GN=Rps3a PE=1 SV=3,10,10,3,1,3,3
sp|P97363|SPTC2_MOUSE,7.3,560,62981,Serine palmitoyltransferase 2 OS=Mus musculus (Mouse) OX=10090 GN=Sptlc2 PE=1 SV=2,4,4,3,0,0,1
sp|P97370|AT1B3_MOUSE,21.2,278,31775,Sodium/potassium-transporting ATPase subunit beta-3 OS=Mus musculus (Mouse) OX=10090 GN=Atp1b3 PE=1 SV=1,8,8,5,1,1,1
sp|P97377|CDK2_MOUSE,22.5,346,38978,Cyclin-dependent kinase 2 OS=Mus musculus (Mouse) OX=10090 GN=Cdk2 PE=1 SV=2,12,5,6,2,2,2
sp|P97384|ANX11_MOUSE,15.7,503,54079,Annexin A11 OS=Mus musculus (Mouse) OX=10090 GN=Anxa11 PE=1 SV=2,7,7,7,0,0,0
sp|P97386|DNLI3_MOUSE,2,1015,113071,DNA ligase 3 OS=Mus musculus (Mouse) OX=10090 GN=Lig3 PE=1 SV=2,4,4,1,0,2,1
sp|P97390|VPS45_MOUSE,8.2,570,65052,Vacuolar protein sorting-associated protein 45 OS=Mus musculus (Mouse) OX=10090 GN=Vps45 PE=1 SV=1,5,5,4,0,1,0
sp|P97412|LYST_MOUSE,2,3788,425282,Lysosomal-trafficking regulator OS=Mus musculus (Mouse) OX=10090 GN=Lyst PE=1 SV=1,8,8,0,0,2,6
sp|P97429|ANXA4_MOUSE,10,319,35915,Annexin A4 OS=Mus musculus (Mouse) OX=10090 GN=Anxa4 PE=1 SV=4,2,2,2,0,0,0
sp|P97432|NBR1_MOUSE,10.6,988,109956,Next to BRCA1 gene 1 protein OS=Mus musculus (Mouse) OX=10090 GN=Nbr1 PE=1 SV=1,22,22,5,6,5,6
sp|P97452|BOP1_MOUSE,2.5,732,82545,Ribosome biogenesis protein BOP1 OS=Mus musculus (Mouse) OX=10090 GN=Bop1 PE=1 SV=1,2,2,2,0,0,0
sp|P97470|PP4C_MOUSE,8.1,307,35080,Serine/threonine-protein phosphatase 4 catalytic subunit OS=Mus musculus (Mouse) OX=10090 GN=Ppp4c PE=1 SV=2,7,3,2,1,2,2
sp|P97479|MYO7A_MOUSE,31,2215,254936,Unconventional myosin-VIIa OS=Mus musculus (Mouse) OX=10090 GN=Myo7a PE=1 SV=2,119,119,32,4,38,45
sp|P97789|XRN1_MOUSE,1.7,1719,194305,5'-3' exoribonuclease 1 OS=Mus musculus (Mouse) OX=10090 GN=Xrn1 PE=1 SV=1,5,5,2,0,1,2
sp|P97807|FUMH_MOUSE,7.3,507,54356,"Fumarate hydratase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Fh PE=1 SV=3",3,3,3,0,0,0
sp|P97855|G3BP1_MOUSE,7.7,465,51828,Ras GTPase-activating protein-binding protein 1 OS=Mus musculus (Mouse) OX=10090 GN=G3bp1 PE=1 SV=1,3,3,3,0,0,0
sp|P97857|ATS1_MOUSE,1.9,968,105800,A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Mus musculus (Mouse) OX=10090 GN=Adamts1 PE=1 SV=4,2,2,2,0,0,0
sp|P97858|S35B1_MOUSE,8.1,322,35882,Solute carrier family 35 member B1 OS=Mus musculus (Mouse) OX=10090 GN=Slc35b1 PE=1 SV=1,4,4,1,0,2,1
sp|P97868|RBBP6_MOUSE,7,1790,199585,E3 ubiquitin-protein ligase RBBP6 OS=Mus musculus (Mouse) OX=10090 GN=Rbbp6 PE=1 SV=5,11,11,0,0,2,9
sp|P98197|AT11A_MOUSE,2.5,1187,135501,Probable phospholipid-transporting ATPase IH OS=Mus musculus (Mouse) OX=10090 GN=Atp11a PE=1 SV=1,8,8,4,1,1,2
sp|P99024|TBB5_MOUSE,66.4,444,49670,Tubulin beta-5 chain OS=Mus musculus (Mouse) OX=10090 GN=Tubb5 PE=1 SV=1,62,17,40,4,10,8
sp|P99026|PSB4_MOUSE,19.3,264,29116,Proteasome subunit beta type-4 OS=Mus musculus (Mouse) OX=10090 GN=Psmb4 PE=1 SV=1,6,6,1,0,3,2
sp|P99027|RLA2_MOUSE,21.7,115,11651,60S acidic ribosomal protein P2 OS=Mus musculus (Mouse) OX=10090 GN=Rplp2 PE=1 SV=3,2,2,2,0,0,0
sp|Q00493|CBPE_MOUSE,12.6,476,53255,Carboxypeptidase E OS=Mus musculus (Mouse) OX=10090 GN=Cpe PE=1 SV=2,4,4,4,0,0,0
sp|Q00612|G6PD1_MOUSE,17.1,515,59262,Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus (Mouse) OX=10090 GN=G6pdx PE=1 SV=3,8,8,7,1,0,0
sp|Q00PI9|HNRL2_MOUSE,5.9,745,84939,Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Hnrnpul2 PE=1 SV=2,5,5,2,0,1,2
sp|Q01237|HMDH_MOUSE,5.6,887,97039,3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Mus musculus (Mouse) OX=10090 GN=Hmgcr PE=1 SV=3,4,4,0,0,0,4
sp|Q01320|TOP2A_MOUSE,15.5,1528,172788,DNA topoisomerase 2-alpha OS=Mus musculus (Mouse) OX=10090 GN=Top2a PE=1 SV=2,38,21,20,0,4,14
sp|Q01405|SC23A_MOUSE,4.1,765,86161,Protein transport protein Sec23A OS=Mus musculus (Mouse) OX=10090 GN=Sec23a PE=1 SV=2,3,1,3,0,0,0
sp|Q01730|RSU1_MOUSE,9.4,277,31550,Ras suppressor protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Rsu1 PE=1 SV=3,2,2,2,0,0,0
sp|Q01768|NDKB_MOUSE,36.8,152,17363,Nucleoside diphosphate kinase B OS=Mus musculus (Mouse) OX=10090 GN=Nme2 PE=1 SV=1,15,2,11,2,2,0
sp|Q01853|TERA_MOUSE,42.1,806,89321,Transitional endoplasmic reticulum ATPase OS=Mus musculus (Mouse) OX=10090 GN=Vcp PE=1 SV=4,34,33,23,0,7,4
sp|Q02053|UBA1_MOUSE,32.9,1058,117808,Ubiquitin-like modifier-activating enzyme 1 OS=Mus musculus (Mouse) OX=10090 GN=Uba1 PE=1 SV=1,53,53,28,0,11,14
sp|Q02248|CTNB1_MOUSE,7,781,85470,Catenin beta-1 OS=Mus musculus (Mouse) OX=10090 GN=Ctnnb1 PE=1 SV=1,9,8,7,1,0,1
sp|Q02257|PLAK_MOUSE,6.7,745,81800,Junction plakoglobin OS=Mus musculus (Mouse) OX=10090 GN=Jup PE=1 SV=3,7,6,2,3,2,0
sp|Q02819|NUCB1_MOUSE,5.7,459,53408,Nucleobindin-1 OS=Mus musculus (Mouse) OX=10090 GN=Nucb1 PE=1 SV=2,2,2,2,0,0,0
sp|Q03146|DDR1_MOUSE,13,911,101160,Epithelial discoidin domain-containing receptor 1 OS=Mus musculus (Mouse) OX=10090 GN=Ddr1 PE=2 SV=2,21,21,5,3,5,8
sp|Q03265|ATPA_MOUSE,40.3,553,59752,"ATP synthase subunit alpha, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Atp5f1a PE=1 SV=1",22,22,17,2,2,1
sp|Q04447|KCRB_MOUSE,22,381,42713,Creatine kinase B-type OS=Mus musculus (Mouse) OX=10090 GN=Ckb PE=1 SV=1,8,8,6,0,1,1
sp|Q04519|ASM_MOUSE,3.3,627,69926,Sphingomyelin phosphodiesterase OS=Mus musculus (Mouse) OX=10090 GN=Smpd1 PE=1 SV=2,2,2,2,0,0,0
sp|Q04690|NF1_MOUSE,2.8,2841,319592,Neurofibromin OS=Mus musculus (Mouse) OX=10090 GN=Nf1 PE=1 SV=1,9,9,1,0,3,5
sp|Q04750|TOP1_MOUSE,16.3,767,90875,DNA topoisomerase 1 OS=Mus musculus (Mouse) OX=10090 GN=Top1 PE=1 SV=2,22,22,3,0,7,12
sp|Q05793|PGBM_MOUSE,1.9,3707,398290,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus (Mouse) OX=10090 GN=Hspg2 PE=1 SV=1,5,5,0,0,2,3
sp|Q05816|FABP5_MOUSE,30.4,135,15137,Fatty acid-binding protein 5 OS=Mus musculus (Mouse) OX=10090 GN=Fabp5 PE=1 SV=3,6,6,1,1,4,0
sp|Q05D44|IF2P_MOUSE,7.2,1216,137614,Eukaryotic translation initiation factor 5B OS=Mus musculus (Mouse) OX=10090 GN=Eif5b PE=1 SV=2,10,10,4,0,2,4
sp|Q06138|CAB39_MOUSE,10.9,341,39842,Calcium-binding protein 39 OS=Mus musculus (Mouse) OX=10090 GN=Cab39 PE=1 SV=2,4,4,4,0,0,0
sp|Q06335|APLP2_MOUSE,4.4,707,80466,Amyloid-like protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Aplp2 PE=1 SV=4,4,4,2,0,1,1
sp|Q07076|ANXA7_MOUSE,15.8,463,49925,Annexin A7 OS=Mus musculus (Mouse) OX=10090 GN=Anxa7 PE=1 SV=2,6,6,6,0,0,0
sp|Q07113|MPRI_MOUSE,6.6,2483,273813,Cation-independent mannose-6-phosphate receptor OS=Mus musculus (Mouse) OX=10090 GN=Igf2r PE=1 SV=1,13,13,12,0,1,0
sp|Q07417|ACADS_MOUSE,12.6,412,44889,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Acads PE=1 SV=2",4,4,4,0,0,0
sp|Q08509|EPS8_MOUSE,5.2,821,91736,Epidermal growth factor receptor kinase substrate 8 OS=Mus musculus (Mouse) OX=10090 GN=Eps8 PE=1 SV=2,4,4,3,0,0,1
sp|Q08943|SSRP1_MOUSE,15.5,708,80859,FACT complex subunit SSRP1 OS=Mus musculus (Mouse) OX=10090 GN=Ssrp1 PE=1 SV=2,9,9,9,0,0,0
sp|Q09143|CTR1_MOUSE,9.5,622,67091,High affinity cationic amino acid transporter 1 OS=Mus musculus (Mouse) OX=10090 GN=Slc7a1 PE=1 SV=1,13,13,3,2,5,3
sp|Q0GNC1|INF2_MOUSE,1.3,1273,138559,Inverted formin-2 OS=Mus musculus (Mouse) OX=10090 GN=Inf2 PE=1 SV=1,2,2,2,0,0,0
sp|Q0KL02|TRIO_MOUSE,0.6,3102,347857,Triple functional domain protein OS=Mus musculus (Mouse) OX=10090 GN=Trio PE=1 SV=3,3,3,2,0,1,0
sp|Q11011|PSA_MOUSE,6.1,920,103324,Puromycin-sensitive aminopeptidase OS=Mus musculus (Mouse) OX=10090 GN=Npepps PE=1 SV=2,5,5,5,0,0,0
sp|Q11136|PEPD_MOUSE,14.8,493,55028,Xaa-Pro dipeptidase OS=Mus musculus (Mouse) OX=10090 GN=Pepd PE=1 SV=3,12,12,5,0,2,5
sp|Q14C51|PTCD3_MOUSE,6,685,77795,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Ptcd3 PE=1 SV=2",4,4,4,0,0,0
sp|Q1HFZ0|NSUN2_MOUSE,5.3,757,85451,RNA cytosine C(5)-methyltransferase NSUN2 OS=Mus musculus (Mouse) OX=10090 GN=Nsun2 PE=1 SV=2,2,2,2,0,0,0
sp|Q2TBE6|P4K2A_MOUSE,5.8,479,54257,Phosphatidylinositol 4-kinase type 2-alpha OS=Mus musculus (Mouse) OX=10090 GN=Pi4k2a PE=1 SV=1,3,3,0,0,2,1
sp|Q3TCH7|CUL4A_MOUSE,7,759,87752,Cullin-4A OS=Mus musculus (Mouse) OX=10090 GN=Cul4a PE=1 SV=1,4,1,4,0,0,0
sp|Q3TCN2|PLBL2_MOUSE,4.2,594,66289,Putative phospholipase B-like 2 OS=Mus musculus (Mouse) OX=10090 GN=Plbd2 PE=1 SV=2,2,2,2,0,0,0
sp|Q3TDQ1|STT3B_MOUSE,11.1,823,93245,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Mus musculus (Mouse) OX=10090 GN=Stt3b PE=1 SV=2,18,17,6,0,5,7
sp|Q3TEA8|HP1B3_MOUSE,6.3,554,60866,Heterochromatin protein 1-binding protein 3 OS=Mus musculus (Mouse) OX=10090 GN=Hp1bp3 PE=1 SV=1,4,4,1,0,0,3
sp|Q3THE2|ML12B_MOUSE,29.1,172,19779,Myosin regulatory light chain 12B OS=Mus musculus (Mouse) OX=10090 GN=Myl12b PE=1 SV=2,4,4,4,0,0,0
sp|Q3THK7|GUAA_MOUSE,8.1,693,76723,GMP synthase [glutamine-hydrolyzing] OS=Mus musculus (Mouse) OX=10090 GN=Gmps PE=1 SV=2,4,4,4,0,0,0
sp|Q3THS6|METK2_MOUSE,24.8,395,43688,S-adenosylmethionine synthase isoform type-2 OS=Mus musculus (Mouse) OX=10090 GN=Mat2a PE=1 SV=2,11,11,10,0,0,1
sp|Q3TIX9|SNUT2_MOUSE,4.3,564,65146,U4/U6.U5 tri-snRNP-associated protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Usp39 PE=1 SV=2,2,2,2,0,0,0
sp|Q3TJZ6|FA98A_MOUSE,9.5,515,55055,Protein FAM98A OS=Mus musculus (Mouse) OX=10090 GN=Fam98a PE=1 SV=1,3,3,2,0,1,0
sp|Q3TKT4|SMCA4_MOUSE,3.5,1613,181425,Transcription activator BRG1 OS=Mus musculus (Mouse) OX=10090 GN=Smarca4 PE=1 SV=1,8,8,4,1,2,1
sp|Q3TLH4|PRC2C_MOUSE,1,2846,310889,Protein PRRC2C OS=Mus musculus (Mouse) OX=10090 GN=Prrc2c PE=1 SV=3,2,2,0,0,0,2
sp|Q3TTY5|K22E_MOUSE,2.3,707,70922,"Keratin, type II cytoskeletal 2 epidermal OS=Mus musculus (Mouse) OX=10090 GN=Krt2 PE=1 SV=1",8,0,2,3,2,1
sp|Q3TW96|UAP1L_MOUSE,23.5,507,56613,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Uap1l1 PE=1 SV=1,10,9,10,0,0,0
sp|Q3TWW8|SRSF6_MOUSE,8.3,339,39025,Serine/arginine-rich splicing factor 6 OS=Mus musculus (Mouse) OX=10090 GN=Srsf6 PE=1 SV=1,3,2,3,0,0,0
sp|Q3TXS7|PSMD1_MOUSE,17.3,953,105729,26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus (Mouse) OX=10090 GN=Psmd1 PE=1 SV=1,19,19,12,0,4,3
sp|Q3TYS2|CYBC1_MOUSE,17.1,187,20921,Cytochrome b-245 chaperone 1 OS=Mus musculus (Mouse) OX=10090 GN=Cybc1 PE=1 SV=2,3,3,3,0,0,0
sp|Q3U0V1|FUBP2_MOUSE,21.5,748,76775,Far upstream element-binding protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Khsrp PE=1 SV=2,22,22,4,0,7,11
sp|Q3U1J4|DDB1_MOUSE,22.4,1140,126851,DNA damage-binding protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Ddb1 PE=1 SV=2,29,29,25,0,3,1
sp|Q3U2C5|RN149_MOUSE,16.8,394,42552,E3 ubiquitin-protein ligase RNF149 OS=Mus musculus (Mouse) OX=10090 GN=Rnf149 PE=1 SV=3,15,15,4,3,3,5
sp|Q3U821|WDR75_MOUSE,2.7,830,94036,WD repeat-containing protein 75 OS=Mus musculus (Mouse) OX=10090 GN=Wdr75 PE=1 SV=1,3,3,1,0,0,2
sp|Q3U9G9|LBR_MOUSE,9.6,626,71439,Delta(14)-sterol reductase LBR OS=Mus musculus (Mouse) OX=10090 GN=Lbr PE=1 SV=2,11,11,2,0,5,4
sp|Q3UDW8|HGNAT_MOUSE,7.6,656,72503,Heparan-alpha-glucosaminide N-acetyltransferase OS=Mus musculus (Mouse) OX=10090 GN=Hgsnat PE=1 SV=2,13,13,2,0,4,7
sp|Q3UEB3|PUF60_MOUSE,14,564,60248,Poly(U)-binding-splicing factor PUF60 OS=Mus musculus (Mouse) OX=10090 GN=Puf60 PE=1 SV=2,4,4,4,0,0,0
sp|Q3UGC7|EI3JA_MOUSE,8.8,261,29343,Eukaryotic translation initiation factor 3 subunit J-A OS=Mus musculus (Mouse) OX=10090 GN=Eif3j1 PE=2 SV=1,2,2,2,0,0,0
sp|Q66JS6|EI3JB_MOUSE,8.7,263,29485,Eukaryotic translation initiation factor 3 subunit J-B OS=Mus musculus (Mouse) OX=10090 GN=Eif3j2 PE=1 SV=1,2,2,2,0,0,0
sp|Q3UH60|DIP2B_MOUSE,10.7,1574,171124,Disco-interacting protein 2 homolog B OS=Mus musculus (Mouse) OX=10090 GN=Dip2b PE=1 SV=1,22,18,5,0,9,8
sp|Q3UH93|PLXD1_MOUSE,10,1925,211606,Plexin-D1 OS=Mus musculus (Mouse) OX=10090 GN=Plxnd1 PE=1 SV=1,55,53,13,11,17,14
sp|Q3UHA3|SPTCS_MOUSE,2.4,2430,273931,Spatacsin OS=Mus musculus (Mouse) OX=10090 GN=Spg11 PE=1 SV=3,7,7,0,0,4,3
sp|Q3UHC2|LRRK1_MOUSE,2.3,2014,225467,Leucine-rich repeat serine/threonine-protein kinase 1 OS=Mus musculus (Mouse) OX=10090 GN=Lrrk1 PE=1 SV=1,5,5,0,2,3,0
sp|Q3UHD6|SNX27_MOUSE,16.1,539,60988,Sorting nexin-27 OS=Mus musculus (Mouse) OX=10090 GN=Snx27 PE=1 SV=2,12,12,5,3,1,3
sp|Q3UKC1|TAXB1_MOUSE,29.5,814,93629,Tax1-binding protein 1 homolog OS=Mus musculus (Mouse) OX=10090 GN=Tax1bp1 PE=1 SV=2,104,104,20,28,23,33
sp|Q3UMB9|WASC4_MOUSE,3.3,1173,136369,WASH complex subunit 4 OS=Mus musculus (Mouse) OX=10090 GN=Washc4 PE=1 SV=2,3,3,3,0,0,0
sp|Q3UN02|LCLT1_MOUSE,11.7,376,44399,Lysocardiolipin acyltransferase 1 OS=Mus musculus (Mouse) OX=10090 GN=Lclat1 PE=1 SV=2,5,5,0,0,2,3
sp|Q3UPF5|ZCCHV_MOUSE,10.6,946,106686,Zinc finger CCCH-type antiviral protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Zc3hav1 PE=1 SV=1,11,11,3,0,0,8
sp|Q3UPL0|SC31A_MOUSE,2,1230,133568,Protein transport protein Sec31A OS=Mus musculus (Mouse) OX=10090 GN=Sec31a PE=1 SV=2,2,2,2,0,0,0
sp|Q3UV17|K22O_MOUSE,6.6,594,62844,"Keratin, type II cytoskeletal 2 oral OS=Mus musculus (Mouse) OX=10090 GN=Krt76 PE=1 SV=1",6,1,1,2,3,0
sp|Q3UVK0|ERMP1_MOUSE,6.5,898,100147,Endoplasmic reticulum metallopeptidase 1 OS=Mus musculus (Mouse) OX=10090 GN=Ermp1 PE=1 SV=2,6,6,2,0,3,1
sp|Q3UX10|TBAL3_MOUSE,5.4,446,49988,Tubulin alpha chain-like 3 OS=Mus musculus (Mouse) OX=10090 GN=Tubal3 PE=2 SV=2,6,1,5,0,1,0
sp|Q3UYV9|NCBP1_MOUSE,20.4,790,91926,Nuclear cap-binding protein subunit 1 OS=Mus musculus (Mouse) OX=10090 GN=Ncbp1 PE=1 SV=2,33,33,10,2,12,9
sp|Q3V1L4|5NTC_MOUSE,3.6,560,64808,Cytosolic purine 5'-nucleotidase OS=Mus musculus (Mouse) OX=10090 GN=Nt5c2 PE=1 SV=2,2,2,2,0,0,0
sp|Q3V3R1|C1TM_MOUSE,12.9,977,105728,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Mthfd1l PE=1 SV=2",13,13,9,0,1,3
sp|Q4U2R1|HERC2_MOUSE,2.5,4836,527450,E3 ubiquitin-protein ligase HERC2 OS=Mus musculus (Mouse) OX=10090 GN=Herc2 PE=1 SV=3,14,14,0,0,4,10
sp|Q4VA53|PDS5B_MOUSE,8.4,1446,164417,Sister chromatid cohesion protein PDS5 homolog B OS=Mus musculus (Mouse) OX=10090 GN=Pds5b PE=1 SV=1,20,17,6,0,8,6
sp|Q4VBD2|TAPT1_MOUSE,17,564,63893,Transmembrane anterior posterior transformation protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Tapt1 PE=1 SV=2,11,11,2,0,4,5
sp|Q501J6|DDX17_MOUSE,15.4,650,72399,Probable ATP-dependent RNA helicase DDX17 OS=Mus musculus (Mouse) OX=10090 GN=Ddx17 PE=1 SV=1,16,8,10,1,1,4
sp|Q569Z5|DDX46_MOUSE,2.1,1032,117447,Probable ATP-dependent RNA helicase DDX46 OS=Mus musculus (Mouse) OX=10090 GN=Ddx46 PE=1 SV=2,3,3,2,0,0,1
sp|Q5BLK4|TUT7_MOUSE,1.7,1491,169101,Terminal uridylyltransferase 7 OS=Mus musculus (Mouse) OX=10090 GN=Tut7 PE=1 SV=3,2,2,0,0,0,2
sp|Q5F2E7|NUFP2_MOUSE,5.6,692,75656,Nuclear fragile X mental retardation-interacting protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Nufip2 PE=1 SV=1,3,3,0,0,0,3
sp|Q5F2E8|TAOK1_MOUSE,3.6,1001,116049,Serine/threonine-protein kinase TAO1 OS=Mus musculus (Mouse) OX=10090 GN=Taok1 PE=1 SV=1,6,3,0,0,2,4
sp|Q5FWK3|RHG01_MOUSE,12.5,439,50410,Rho GTPase-activating protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Arhgap1 PE=1 SV=1,4,4,4,0,0,0
